罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,（市区町村コード発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20231201,20,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240109,11,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240120,11,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240122,21,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240119,15,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240209,10,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240127,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240316,11,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240315,11,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240331,10,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240328,22,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240330,11,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240409,18,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240417,23,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240525,18,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240618,19,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240301,22,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240629,20,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240629,14,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240705,13,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240715,19,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240704,13,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240714,12,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240808,16,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240809,10,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240810,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240824,13,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240829,13,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240905,18,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240911,14,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240907,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240824,23,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20240914,21,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20241016,22,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20241023,6,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20230329,19,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20241104,15,道路上,その他,20歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20241118,20,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20241121,17,道路上,その他,10歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20241127,8,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20241202,11,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20241207,13,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,富士見２丁目,20241219,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20240108,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20240116,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20240128,18,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20240224,7,駐車（輪）場,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20240517,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20240531,22,その他,駐車（輪）場,30歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20240706,12,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20240721,23,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20240727,15,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20240820,15,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20240826,7,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20240927,19,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20240929,22,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20241018,16,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20240820,9,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20241122,6,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20241130,11,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20241225,9,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20241226,19,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天１丁目,20241225,10,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240105,19,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240113,19,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240113,13,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240117,15,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240117,16,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240209,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240203,9,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240329,12,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240418,9,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240429,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240521,7,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240517,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240704,20,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240712,12,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240722,14,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240803,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240818,10,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240908,13,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240910,7,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,千葉中央,千葉駅前,121011,千葉県,千葉市中央区,弁天２丁目,20240925,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
