Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Latitude,Longitude,Start Year,Total Deaths
Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,23.2,120.6,1930,
Geophysical,Earthquake,Ground movement,NIC,Nicaragua,Latin America and the Caribbean,Americas,13.2,-85.7,1931,1000
Geophysical,Earthquake,Ground movement,NZL,New Zealand,Australia and New Zealand,Oceania,-39.659,176.42,1931,256
Hydrological,Mass movement (wet),Landslide (wet),ECU,Ecuador,Latin America and the Caribbean,Americas,,,1931,190
Meteorological,Storm,Tropical cyclone,FJI,Fiji,Melanesia,Oceania,,,1931,200
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,,,1931,3700000
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1931,
Meteorological,Storm,Tropical cyclone,BLZ,Belize,Latin America and the Caribbean,Americas,,,1931,1500
Meteorological,Storm,Tropical cyclone,HND,Honduras,Latin America and the Caribbean,Americas,,,1931,1500
Geophysical,Earthquake,Tsunami,SLB,Solomon Islands,Melanesia,Oceania,11.117,161.11,1931,50
Geophysical,Volcanic activity,Ash fall,IDN,Indonesia,South-eastern Asia,Asia,,,1931,1300
Geophysical,Earthquake,Ground movement,ALB,Albania,Southern Europe,Europe,40.6,20.8,1931,90
Geophysical,Earthquake,Ground movement,ARM,Armenia,Western Asia,Asia,39.2,46,1931,2890
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,46.817,89.915,1931,10000
Climatological,Drought,Drought,CAN,Canada,Northern America,Americas,,,1931,
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1932,40
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1932,147
Meteorological,Storm,Tropical cyclone,PRI,Puerto Rico,Latin America and the Caribbean,Americas,,,1932,225
Meteorological,Storm,Tropical cyclone,CUB,Cuba,Latin America and the Caribbean,Americas,,,1932,2500
Biological,Epidemic,Bacterial disease,JAM,Jamaica,Latin America and the Caribbean,Americas,,,1932,16
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,0.5,126,1932,6
Hydrological,Mass movement (wet),Landslide (wet),FRA,France,Western Europe,Europe,,,1932,30
Meteorological,Storm,Tornado,USA,United States of America,Northern America,Americas,,,1932,332
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,36.6,53.4,1932,1070
Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,19.5,-104.25,1932,400
Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,19,-104.5,1932,
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-3.57,128.35,1932,
Geophysical,Earthquake,Ground movement,GRC,Greece,Southern Europe,Europe,40.5,23.9,1932,151
Geophysical,Earthquake,Tsunami,JPN,Japan,Eastern Asia,Asia,39.224,144.622,1933,3000
Hydrological,Flood,Riverine flood,JAM,Jamaica,Latin America and the Caribbean,Americas,,,1933,53
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1933,40
Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,33.62,117.97,1933,116
Meteorological,Storm,Tropical cyclone,TTO,Trinidad and Tobago,Latin America and the Caribbean,Americas,,,1933,13
Meteorological,Storm,Tropical cyclone,JAM,Jamaica,Latin America and the Caribbean,Americas,,,1933,10
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,,,1933,18000
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,31.9,103.4,1933,10000
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,29.5,102.5,1933,200
Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,42,14.2,1933,10
Climatological,Drought,Drought,USA,United States of America,Northern America,Americas,,,1933,
Hydrological,Mass movement (wet),Landslide (wet),CHN,China,Eastern Asia,Asia,,,1934,500
Geophysical,Earthquake,Ground movement,ROU,Romania,Eastern Europe,Europe,,,1934,
Meteorological,Storm,Tropical cyclone,SLV,El Salvador,Latin America and the Caribbean,Americas,,,1934,2000
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1934,3006
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1934,
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1934,85
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,37.919,40.211,1934,100
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,37.919,40.211,1934,20
Biological,Epidemic,Bacterial disease,UGA,Uganda,Sub-Saharan Africa,Africa,,,1935,2000
Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,24.3,124.3,1935,3276
Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,Asia,29.5,66.8,1935,60000
Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,24.6,120.8,1935,2746
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1935,408
Meteorological,Storm,Tropical cyclone,CUB,Cuba,Latin America and the Caribbean,Americas,,,1935,35
Meteorological,Storm,Tropical cyclone,BHS,Bahamas,Latin America and the Caribbean,Americas,,,1935,14
Meteorological,Storm,Tropical cyclone,JAM,Jamaica,Latin America and the Caribbean,Americas,,,1935,
Meteorological,Storm,Tropical cyclone,HTI,Haiti,Latin America and the Caribbean,Americas,,,1935,2150
Meteorological,Storm,Storm (General),IND,India,Southern Asia,Asia,,,1935,100
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1935,60000
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,,,1935,142000
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,36.3,53.3,1935,60
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,36.3,53.5,1935,690
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.3,40.6,1935,540
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,28.7,103.6,1935,100
Hydrological,Mass movement (wet),Landslide (wet),NOR,Norway,Northern Europe,Europe,,,1936,73
Hydrological,Flood,Flood (General),USA,United States of America,Northern America,Americas,,,1936,200
Meteorological,Storm,Tornado,USA,United States of America,Northern America,Americas,,,1936,455
Meteorological,Storm,Tropical cyclone,MMR,Myanmar,South-eastern Asia,Asia,,,1936,1000
Meteorological,Extreme temperature,Heat wave,USA,United States of America,Northern America,Americas,,,1936,1193
Meteorological,Extreme temperature,Heat wave,CAN,Canada,Northern America,Americas,,,1936,500
Meteorological,Storm,Tropical cyclone,KOR,Republic of Korea,Eastern Asia,Asia,,,1936,1104
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1936,517
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1936,233
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,3.5,97.5,1936,17
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,6.1,94.7,1936,9
Geophysical,Earthquake,Ground movement,COL,Colombia,Latin America and the Caribbean,Americas,1.1,-77.6,1936,
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,35.4,103.4,1936,
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,4.5,126.5,1936,
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,33,60,1936,12
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,34.2,105.7,1936,115
Geophysical,Earthquake,Ground movement,COL,Colombia,Latin America and the Caribbean,Americas,1.2,-77.3,1936,18
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,26.6,103,1936,30
Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,22.3,120.8,1936,10
Geophysical,Earthquake,Ground movement,SLV,El Salvador,Latin America and the Caribbean,Americas,13.2,-88.7,1936,400
Hydrological,Flood,Flood (General),USA,United States of America,Northern America,Americas,,,1937,137
Geophysical,Volcanic activity,Ash fall,PNG,Papua New Guinea,Melanesia,Oceania,,,1937,506
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1937,
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1937,231
Hydrological,Flood,Flood (General),JAM,Jamaica,Latin America and the Caribbean,Americas,,,1937,111
Geophysical,Mass movement (dry),Landslide (dry),JAM,Jamaica,Latin America and the Caribbean,Americas,,,1937,40
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1937,11000
Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,18.8,-97.5,1937,34
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,35.259,115.184,1937,390
Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,14.575,121.68,1937,1
Hydrological,Mass movement (wet),Landslide (wet),USA,United States of America,Northern America,Americas,,,1938,200
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.508,33.872,1938,149
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1938,600
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1938,305
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-0.557,118.881,1938,
Hydrological,Flood,Flood (General),JPN,Japan,Eastern Asia,Asia,,,1938,933
Hydrological,Flood,Flash flood,NZL,New Zealand,Australia and New Zealand,Oceania,,,1938,21
Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,-36.305,-72.315,1939,30000
Meteorological,Storm,Hail,PAK,Pakistan,Southern Asia,Asia,,,1939,
Meteorological,Storm,Tropical cyclone,NCL,New Caledonia,Melanesia,Oceania,,,1939,3
Geophysical,Earthquake,Ground movement,GHA,Ghana,Sub-Saharan Africa,Africa,5.552,-0.628,1939,22
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,,,1939,500000
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.7,10.4,1939,13
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.771,39.57,1939,32962
Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",AUS,Australia,Australia and New Zealand,Oceania,,,1939,71
Hydrological,Flood,Riverine flood,ITA,Italy,Southern Europe,Europe,,,1939,10
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.209,27.164,1939,60
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,39.945,139.682,1939,27
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-12.5,-72,1939,37
Geophysical,Earthquake,Ground movement,ROU,Romania,Eastern Europe,Europe,45.8,26.8,1940,980
Hydrological,Flood,Flood (General),FRA,France,Western Europe,Europe,,,1940,50
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1940,50
Meteorological,Storm,Tropical cyclone,VUT,Vanuatu,Melanesia,Oceania,,,1940,
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,38.4,35.5,1940,37
Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,32.733,-115.5,1940,9
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-10.5,-77,1940,179
Hydrological,Flood,Flood (General),JAM,Jamaica,Latin America and the Caribbean,Americas,,,1940,125
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1940,73
Biological,Epidemic,Viral disease,SDN,Sudan,Northern Africa,Africa,,,1940,1500
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,23.9,102.3,1940,181
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,41.7,43.8,1940,16
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,40.2,122,1940,
Hydrological,Flood,Flood (General),ESP,Spain,Southern Europe,Europe,,,1940,300
Climatological,Drought,Drought,BFA,Burkina Faso,Sub-Saharan Africa,Africa,,,1940,
Climatological,Drought,Drought,CPV,Cabo Verde,Sub-Saharan Africa,Africa,,,1940,20000
Climatological,Drought,Drought,GMB,Gambia,Sub-Saharan Africa,Africa,,,1940,
Climatological,Drought,Drought,GNB,Guinea-Bissau,Sub-Saharan Africa,Africa,,,1940,
Climatological,Drought,Drought,MLI,Mali,Sub-Saharan Africa,Africa,,,1940,
Climatological,Drought,Drought,MRT,Mauritania,Sub-Saharan Africa,Africa,,,1940,
Climatological,Drought,Drought,NER,Niger,Sub-Saharan Africa,Africa,,,1940,
Climatological,Drought,Drought,SEN,Senegal,Sub-Saharan Africa,Africa,,,1940,
Climatological,Drought,Drought,TCD,Chad,Sub-Saharan Africa,Africa,,,1940,
Meteorological,Storm,Tropical cyclone,FJI,Fiji,Melanesia,Oceania,,,1941,6
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1941,5000
Hydrological,Mass movement (wet),Landslide (wet),PER,Peru,Latin America and the Caribbean,Americas,,,1941,5000
Geophysical,Earthquake,Ground movement,MMR,Myanmar,South-eastern Asia,Asia,22.408,99.814,1941,15
Geophysical,Earthquake,Ground movement,YMN,Yemen Arab Republic,Western Asia,Asia,16.4,43.5,1941,1200
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,33.482,58.785,1941,730
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,47,127.2,1941,132
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.5,43.3,1941,430
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,31.7,102.3,1941,15
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.7,39.4,1941,15
Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,23.304,120.393,1941,319
Meteorological,Storm,Storm (General),ESP,Spain,Southern Europe,Europe,,,1941,20
Meteorological,Storm,Storm (General),PRT,Portugal,Southern Europe,Europe,,,1941,120
Geophysical,Earthquake,Ground movement,ECU,Ecuador,Latin America and the Caribbean,Americas,-0.025,-79.955,1942,200
Meteorological,Storm,Tropical cyclone,COK,Cook Islands,Polynesia,Oceania,,,1942,
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1942,61000
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1942,40000
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.87,36.732,1942,3000
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,,,1942,30
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,23.1,100.3,1942,90
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-14.819,-74.708,1942,30
Geophysical,Earthquake,Ground movement,ALB,Albania,Southern Europe,Europe,41.7,20.4,1942,43
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.2,28.2,1942,16
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.3,34.6,1942,17
Climatological,Drought,Drought,IND,India,Southern Asia,Asia,,,1942,1500000
Hydrological,Flood,Flood (General),USA,United States of America,Northern America,Americas,,,1943,
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-14.2,-71.5,1943,200
Geophysical,Volcanic activity,Ash fall,MEX,Mexico,Latin America and the Caribbean,Americas,,,1943,
Meteorological,Storm,Tropical cyclone,COK,Cook Islands,Polynesia,Oceania,,,1943,
Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,-31.432,-71.475,1943,12
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1943,5000
Meteorological,Storm,Storm (General),IND,India,Southern Asia,Asia,,,1943,
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.916,33.562,1943,4020
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-8.591,109.803,1943,213
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,35.448,133.993,1943,1400
Hydrological,Flood,Flood (General),JPN,Japan,Eastern Asia,Asia,,,1943,990
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.8,30.5,1943,285
Geophysical,Earthquake,Ground movement,YUG,Yugoslavia,Southern Europe,Europe,44.3,17,1943,19
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.6,30.5,1943,285
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40,40,1943,550
Climatological,Drought,Drought,BGD,Bangladesh,Southern Asia,Asia,,,1943,1900000
Geophysical,Earthquake,Ground movement,ARG,Argentina,Latin America and the Caribbean,Americas,-31.372,68.436,1944,10000
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.696,32.992,1944,3959
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1944,304
Meteorological,Storm,Tropical cyclone,PAK,Pakistan,Southern Asia,Asia,,,1944,
Meteorological,Storm,Tropical cyclone,JAM,Jamaica,Latin America and the Caribbean,Americas,,,1944,32
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1944,390
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.502,26.596,1944,27
Meteorological,Storm,Tropical cyclone,CUB,Cuba,Latin America and the Caribbean,Americas,,,1944,
Climatological,Wildfire,Forest fire,USA,United States of America,Northern America,Americas,,,1944,121
Geophysical,Earthquake,Tsunami,JPN,Japan,Eastern Asia,Asia,33.682,36.204,1944,1223
Biological,Infestation,Locust infestation,LBY,Libya,Northern Africa,Africa,,,1944,
Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",AUS,Australia,Australia and New Zealand,Oceania,,,1944,49
Geophysical,Volcanic activity,Ash fall,ITA,Italy,Southern Europe,Europe,40.821,14.426,1944,26
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,36.8,54.5,1944,20
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,38.9,29.3,1944,21
Geophysical,Volcanic activity,Ash fall,JPN,Japan,Eastern Asia,Asia,,,1945,
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1945,3746
Geophysical,Earthquake,Ground movement,ROU,Romania,Eastern Europe,Europe,,,1945,
Meteorological,Storm,Tropical cyclone,BHS,Bahamas,Latin America and the Caribbean,Americas,,,1945,22
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1945,
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1945,451
Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,Asia,24.927,63.601,1945,4000
Geophysical,Earthquake,Ground movement,ROU,Romania,Eastern Europe,Europe,,,1945,
Biological,Epidemic,Viral disease,BEL,Belgium,Western Europe,Europe,,,1945,
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1945,43
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1945,119
